escenario,k,n,R,shapiro_wilk,anderson_darling,lilliefors,jarque_bera,dagostino_pearson,cramer_von_mises,shapiro_francia,pearson_chi2,curtosis,sstn,shapiro_wilk_na,anderson_darling_na,lilliefors_na,jarque_bera_na,dagostino_pearson_na,cramer_von_mises_na,shapiro_francia_na,pearson_chi2_na,curtosis_na,sstn_na,segundos
A_simetrica,5,10,10000,0.0589,0.0582,0.0538,0.0018,NA,0.0556,0.0399,0.0735,0.0489,0.0336,0,0,0,0,10000,0,0,0,0,0,43.38519096374512
A_simetrica,5,25,10000,0.1596,0.1323,0.0857,3e-4,0.149,0.1094,0.0586,0.0889,0.2839,0.0952,0,0,0,0,0,0,0,0,0,0,46.82925248146057
A_simetrica,5,50,10000,0.5072,0.3451,0.179,2e-4,0.5772,0.2587,0.241,0.1401,0.7284,0.3531,0,0,0,0,0,0,0,0,0,0,48.34485340118408
A_simetrica,5,100,10000,0.9609,0.7772,0.4659,0.2053,0.96,0.5946,0.8071,0.3272,0.9843,0.774,0,0,0,0,0,0,0,0,0,0,51.17683172225952
A_simetrica,5,250,10000,1,0.9999,0.9696,0.9998,1,0.9915,1,0.9559,1,0.9995,0,0,0,0,0,0,0,0,0,0,60.337865352630615
A_simetrica,5,500,10000,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,74.43704271316528
A_simetrica,5,1000,10000,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,105.08797669410706
A_simetrica,5,1500,10000,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,136.57862401008606
